用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
XHS_山中明月,949756571,普通用户,500,5.0,未定义,无,其他
JRTT_小芒果专栏,12811685079406,普通用户,36000,0.0,未定义,无,北京市
JRTT_用户小马蜂,3390536917201182, ,68,293.0,未定义,无,甘肃省
JRTT_小鹿叭娱乐,905634881223598,普通用户,0,0.0,未定义,无,北京市
WYXW_徐永梅爱音乐,T1682048603324,1000101,309,,未定义,无,北京市
JRTT_明明123456,4158791358091824,普通用户,0,0.0,未定义,无,北京市
JRTT_优美阳光正一使者,562586615823184, ,2209,2057.0,未定义,无,内蒙古自治区
JRTT_优美叶子uWG,2909738224326548,普通用户,0,0.0,未定义,无,北京市
JRTT_向阳花开,2692035895373864, ,0,,未定义,无,内蒙古自治区
WB_天刺装腔记录册,7906731197,普通用户,207,50.0,未定义,女,内蒙古自治区
VX_爱上早读,izaodu8, ,0,,未定义,无,湖南省
JRTT_属于我的天使,3532067246968494, ,0,,未定义,无,内蒙古自治区
DY_广信知音,Gxzy666_,机构认证,173512,,地市,无,内蒙古自治区
JRTT_疯的很正经,2898734388617613, ,0,,未定义,无,内蒙古自治区
JRTT_我想冬眠来了,2181905665767284,普通用户,4898,3810.0,未定义,无,内蒙古自治区
WB_中经视窗,7858342274,普通用户,0,216.0,未定义,男,内蒙古自治区
JRTT_潇洒咖啡UR,50561279509, ,85,1556.0,未定义,无,内蒙古自治区
DY_Anonymous,990884520,其他认证,552,282.0,未定义,无,内蒙古自治区
JRTT_续说天下,1267065017350488, ,0,,未定义,无,内蒙古自治区
WB_blissossom,7805323715,普通用户,126,11985.0,未定义,女,内蒙古自治区
DY_小串烧,72093943185,普通用户,4,0.0,未定义,无,内蒙古自治区
JRTT_冠哥文创,79776760167, ,552,134.0,未定义,无,内蒙古自治区
WB_按住啦貝鼻_,7592675005,普通用户,180,5636.0,未定义,女,其他
WB_简汀南丝雨,3645441791,普通用户,5536,5297.0,未定义,女,其他
KS_橘粒咕噜,3xxvxveemj9yrek,普通用户,327,0.0,未定义,无,内蒙古自治区
DY_随风而去,74209303,普通用户,282,455.0,未定义,无,内蒙古自治区
JRTT_趣事谈论,2562291885680244, ,0,,未定义,无,内蒙古自治区
WB_戈约尔,7632913163,普通用户,4,1113.0,未定义,女,山东省
WYXW_古装影视解说阿凶, , ,0,0.0,未定义,无,内蒙古自治区
DY_深谷幽兰,1299102519,普通用户,542,132.0,未定义,无,内蒙古自治区
WB_WhiteCatWoman,2126731273,普通用户,492,81131.0,未定义,女,其他
JRTT_依言所谈,3415504410917528, ,0,30.0,未定义,无,内蒙古自治区
DY_愚拙哥,77300050316,普通用户,12,101.0,未定义,无,内蒙古自治区
XHS_不吃香菜,416670901,普通用户,1600,91.0,未定义,无,内蒙古自治区
JRTT_？？？。。，？,451258132999561, ,0,,未定义,无,内蒙古自治区
JRTT_魏魏谈生活,2140127038801305, ,0,,未定义,无,其他
JRTT_小五在成长,1515577717563767, ,0,,未定义,无,内蒙古自治区
DY_我是花花啊,76965303935,普通用户,1373,26.0,未定义,无,内蒙古自治区
JRTT_书从文,1900427894, ,4684,3368.0,未定义,无,内蒙古自治区
DY_科学社会主义,541440454441831,其他认证,52,8.0,未定义,无,内蒙古自治区
WYXW_娱乐小可爱蛙, ,1000101,3580,837.0,未定义,无,内蒙古自治区
DY_, ,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_丫丫说事儿,820714432105689, ,0,,未定义,无,内蒙古自治区
WB_Hahhhnxsm-_-,7766067718,个人认证-橙V,13474,4616.0,未定义,女,其他
JRTT_富哥看人间,54667380951,普通用户,1516,851.0,未定义,无,内蒙古自治区
JRTT_曦瑶说事,4266523551860648, ,14,0.0,未定义,无,内蒙古自治区
JRTT_姑苏林子,3065857674590039,普通用户,2782,523.0,未定义,无,内蒙古自治区
WB_第一球迷胖哥,1263692934,个人认证-金V,420511,208807.0,未定义,男,内蒙古自治区
JRTT_敬亭相看,93376851911,普通用户,0,,未定义,无,内蒙古自治区
WB_民间吃草莓高手,7554503132,普通用户,1378,10723.0,未定义,女,其他
KS_【春夏莲花美郝】,3xa82s3siemr49q,普通用户,0,249.0,未定义,无,内蒙古自治区
WB_整日揍哥哥,7582772933,个人认证-橙V,186283,1298.0,未定义,女,其他
JRTT_一蓑烟雨任平生,3642021769127912, ,0,,未定义,无,内蒙古自治区
WB_小铱_,2244636102,个人认证-橙V,306470,25115.0,未定义,女,其他
WB_0PXSSYPEPSISI,6633075253,普通用户,875,19435.0,未定义,女,内蒙古自治区
JRTT_可口可乐任天堂,3916929095701428,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_汶青采,2712957620,个人认证-橙V,43518,3626.0,未定义,女,广西壮族自治区
WB_你的书架,6028381202,个人认证-橙V,1065556,10097.0,未定义,男,内蒙古自治区
KS_想 训 觉,3xfuhipiz7tpcny,普通用户,0,,未定义,无,山西省
KS_.甜妹许姩.?,3xjamsnujum9xv6,普通用户,0,,未定义,无,广东省
XHS_喵了个咪,2273634093,普通用户,4,0.0,未定义,无,境外
DY_倾笙,50632506470,普通用户,3868,,未定义,无,其他
VX_红尘客栈,gh_4cdd244fcbb2, ,0,,未定义,无,安徽省
JRTT_小片片说大片,4667458074,普通用户,1360126,2059.0,未定义,无,北京市
VX_学海文摘,xuehaiwenzhai, ,0,,未定义,无,安徽省
DY_一滴泪,hh168528688,普通用户,138,,未定义,无,其他
DY_钢铁侠,1520708314,普通用户,120,186.0,未定义,无,其他
JRTT_旭.,100714430081, ,0,0.0,未定义,无,江苏省
JRTT_旭.,100714430081,普通用户,0,0.0,未定义,无,江苏省
DY_吾辈当自强,30708187825,普通用户,120,,未定义,无,江苏省
WB_我不是檀子,6253865325,普通用户,341,133.0,未定义,女,湖北省
WB_FxxkFeminazi,7719975170,普通用户,2661,18627.0,未定义,男,广东省
JRTT_布灵泥,4374299991350457, ,0,0.0,未定义,无,陕西省
WB_11月30日晴,5119986043,普通用户,372,21.0,未定义,女,山西省
DY_邪不胜正（张纯如书籍在橱窗）,FGSCH001,普通用户,230334,30.0,未定义,无,江苏省
DY_小甜吖,30199947527,普通用户,43,,未定义,无,其他
XHS_是Camille啦,815071151,普通用户,50,0.0,未定义,无,江苏省
JRTT_黄梓光1,25328108468, ,0,,未定义,无,其他
JRTT_幸福阳光rX,3751155886208158, ,0,,未定义,无,黑龙江省
JRTT_好故事计划,6088226552, ,0,,未定义,无,境外
JRTT_聪明一帆风乘,55494135708, ,48,101.0,未定义,无,其他
JRTT_树林纪实,1911419928085370, ,0,,未定义,无,上海市
WYXW_莆农阿, , ,0,0.0,未定义,无,黑龙江省
JRTT_刘月亮,1154960864326964, ,0,,未定义,无,境外
JRTT_大江南北y销售二三事,59956840981, ,750,1017.0,未定义,无,山东省
XHS_CY,cy962615605,普通用户,70,7.0,未定义,无,其他
JRTT_逆生长的广州40加,1384983147848552,普通用户,4305,2832.0,未定义,无,黑龙江省
KS_邪不胜正,3x9zhrwzy77z9ia,普通用户,0,,未定义,无,黑龙江省
KS_分手.,3x282sh7jrnqht4,普通用户,0,,未定义,无,广东省
WB_直立人研究所也先所长,7855690786,普通用户,272,9710.0,未定义,男,境外
JRTT_澳沁愿梦,3724782141189565, ,0,75.0,商业,无,上海市
WB_CTTCTTCTTC-蓝鸟,2702215627,普通用户,1512,48914.0,未定义,男,境外
JRTT_淡泊明志宁静致远,2810830786674051, ,0,0.0,商业,无,陕西省
WB_很好看的秋天,5885990704,普通用户,131347,68707.0,未定义,男,境外
JRTT_可靠菠萝kt,5404932623, ,0,473.0,商业,无,上海市
DY_翔翔鼠,51375213106,普通用户,20,252.0,商业,无,内蒙古自治区
WB_ccCArolinE_LS2,7905994482,普通用户,385,1014.0,未定义,女,境外
JRTT_河北某某某,2071135325273662, ,0,0.0,商业,无,河北省
DY_阴阳平事道士,95424200067,普通用户,1155,79.0,商业,无,北京市
WB_知书达礼谓之幸福99圣骑士之招聘,2442460641,个人认证-达人,2786,193504.0,未定义,女,境外
WB_知书达礼谓之幸福99圣骑士之招聘,2442460641,个人认证-达人,2786,193504.0,未定义,女,北京市
WB_乘风的小云云,7925621941,普通用户,10,988.0,未定义,女,河北省
DY_@内蒙古日记,neimenggurij,普通用户,329,221.0,商业,无,内蒙古自治区
WYXW_极目新闻,T1545105516216,1002101,923918,,省级,无,上海市
DY_果蜜园水果店（农产品批发、零售）,512002539MeiLi,普通用户,0,96.0,商业,无,广东省
JRTT_睿泽,2206063782535235, ,0,,未定义,无,山东省
XHS_热评搞笑日常,26320159813,普通用户,0,0.0,未定义,无,境外
WB_其实世界是圆的,7305621261,普通用户,498,17940.0,未定义,男,内蒙古自治区
XHS_南歧?,2714695666,普通用户,100,0.0,未定义,无,境外
XHS_灵儿在读书, , ,0,,未定义,无,境外
KS_鑫芝士,1074936355,普通用户,3583,73.0,未定义,无,内蒙古自治区
WB_阿里斯底波-Aristippus,7733872683,普通用户,9615,87422.0,未定义,女,内蒙古自治区
JRTT_智慧人生,1759650749878496, ,0,,未定义,无,辽宁省
WB_蜂鸟C,1596154117,普通用户,250,52459.0,未定义,女,内蒙古自治区
KS_睡不着的泡泡糖,4253169176,普通用户,0,3.0,未定义,无,其他
XHS_成都众合教育,1064560289,普通用户,1,0.0,未定义,无,北京市
XHS_邢儿,115588528,普通用户,20,0.0,未定义,无,上海市
JRTT_吃瓜少女孙答应,1992758432634254, ,0,,未定义,无,上海市
JRTT_麒阁史观,2005961342205679, ,0,,未定义,无,境外
WB_妇女之敌罗严塔,7402181160,个人认证-橙V,153153,61140.0,未定义,女,内蒙古自治区
KS_石头顶尖锋,2712500742,普通用户,0,,未定义,无,其他
XHS_薇岚兮,9233921245, ,0,0.0,未定义,无,广东省
JRTT_小董谈情感,523822866903229, ,0,,未定义,无,江西省
WB_囯女,5527051551,普通用户,461080,42659.0,未定义,女,内蒙古自治区
JRTT_清爽星辰,2286627111312093, ,0,,未定义,无,四川省
DY_机电维修,dyi5g310p0n8,普通用户,4484,356.0,未定义,无,内蒙古自治区
WYXW_博览历史,T1610704145740,1000101,49730,,未定义,无,上海市
JRTT_球帝体坛,3320977123201328, ,0,,未定义,无,境外
XHS_爱看书的小胖喵～?, , ,0,,未定义,无,其他
WYXW_娱乐洞察点点,T1670896296971, ,0,,未定义,无,四川省
JRTT_博学多才的饺子Uer9mu,4422681677010963, ,0,,未定义,无,境外
DY_?自信的馒头?,5asr,普通用户,380,69.0,未定义,无,境外
DY_朵朵咖,38708474448,普通用户,30,20.0,未定义,无,广东省
WB_Aoide弦歌,3152305322,普通用户,15264,156174.0,未定义,女,内蒙古自治区
DY_亦初,39553870231,普通用户,2511,284.0,未定义,无,河北省
KS_波姐569,1554893849,普通用户,0,4438.0,未定义,无,内蒙古自治区
JRTT_极速星星,4193964037257580, ,0,,未定义,无,其他
XHS_等待四月,5382677307,普通用户,1,0.0,未定义,无,河北省
DY_超级霹雳火箭娃??,54596931076,普通用户,27,23.0,未定义,无,境外
XHS_最も美しい死体孫笑川,95205218815,普通用户,0,0.0,未定义,无,香港特别行政区
JRTT_一小段,93403452991, ,0,,未定义,无,江西省
WYXW_洲洲影视娱评,T1716349140034,1001101,0,,未定义,无,境外
DY_用户1282900959358,23498382870,普通用户,0,169.0,未定义,无,吉林省
WYXW_娱乐洞察点点,T1670896296971,1000101,8590,,未定义,无,四川省
JRTT_蓝色妖姬,501793193461056, ,0,,未定义,无,上海市
WYXW_洲洲影视娱评,T1716349140034, ,0,,未定义,无,境外
DY_王智成官方账号,sibababa,企业认证,3413,40.0,未定义,无,内蒙古自治区
JRTT_好看看看看,3824552329362281, ,0,,未定义,无,广西壮族自治区
JRTT_我是一片云,767892015285860, ,0,,未定义,无,江西省
JRTT_天边的云,2520555767472317, ,0,,未定义,无,内蒙古自治区
WB_奶詔,7806273802,个人认证-金V,113237,18213.0,未定义,女,内蒙古自治区
WB_鲍安娜,7702203776,普通用户,464219,30862.0,未定义,女,内蒙古自治区
WB_苘笒,1870675614,普通用户,21,345.0,未定义,女,广西壮族自治区
JRTT_薯条,105153523618671, ,0,,未定义,无,江西省
WB_new_lm_,7648905656,普通用户,97,2036.0,未定义,女,台湾省
JRTT_农妇爱兰花,6756438278, ,1485,22380.0,未定义,无,河北省
WB_一路顺风绿色大道,7856388240,普通用户,625,55303.0,未定义,男,浙江省
VX_最爱大北京,zadbj010, ,0,,未定义,无,北京市
WB_福喜加在线商城,3189747500,企业认证,450,869.0,未定义,男,内蒙古自治区
XHS_众合法考法硕-徐州校区,6060017781,普通用户,10,0.0,未定义,无,江苏省
JRTT_昔昔聊八卦,1050738382085715, ,0,0.0,未定义,无,其他
WB_程序员邹欣,1912273717,个人认证-橙V,377056,124228.0,未定义,男,内蒙古自治区
JRTT_认真的山雀J,4019413376055901, ,0,0.0,未定义,无,河南省
KS_世俱赛,3xc4jh2fnbcr7fw,普通用户,0,,未定义,无,山西省
JRTT_陇津说古今,111091497367, ,0,3.0,未定义,无,内蒙古自治区
DY_妙可言,gjy5821,普通用户,0,,未定义,无,上海市
DY_幸运仙尊,44919210767,普通用户,65,21.0,未定义,无,湖南省
WB_SecSoul小逗比,3054992020,个人认证-达人,344,149159.0,未定义,女,四川省
WYXW_椰青美食分享, , ,0,,未定义,无,上海市
WB_eEcho1640_,5122702467,普通用户,333,1224.0,未定义,女,内蒙古自治区
DY_卑鄙小人,25144968616,普通用户,0,0.0,未定义,无,江苏省
DY_燕郊峰少,43523924826,普通用户,1236,12.0,未定义,无,江西省
KS_耐思米特,3xy6tp4id9iaez4,普通用户,0,,未定义,无,广东省
JRTT_家居客,992191290816436,普通用户,0,0.0,未定义,无,河南省
WB_晏凌羊,1476817753,个人认证-金V,1057135,59133.0,未定义,女,内蒙古自治区
DY_Candy,866289218,普通用户,136,3.0,未定义,无,上海市
JRTT_素木侃侃,275322349036267,普通用户,1270,0.0,商业,无,内蒙古自治区
DY_阴阳平事道士,95424200067,普通用户,1155,79.0,未定义,无,北京市
WB_悲剧剧院_,6478652765,普通用户,178,9580.0,未定义,女,境外
WB_大橘猫在彭萨科拉,7327732315,普通用户,642,79404.0,未定义,男,境外
WB_用户38833399,7175329038,个人认证-橙V,21828,8342.0,未定义,女,境外
WB_AAA老照片批发,6767321459,个人认证-金V,936498,25338.0,未定义,女,其他
DY_飘渺紫月,48030801088,普通用户,370,482.0,商业,无,广东省
WYXW_明月聊史,T1720852470048, ,0,,未定义,无,云南省
XHS_堂堂读书呀,5022686712,普通用户,0,0.0,商业,无,江苏省
WYXW_明月聊史,T1720852470048,1001101,13,,未定义,无,云南省
WB_Dodoney-yt,5816779182,普通用户,20,302.0,未定义,男,北京市
XHS_梦咕咕,976000459,普通用户,10,11.0,商业,无,其他
XHS_众合法考法硕-彭老师,pzy138097,普通用户,0,0.0,商业,无,北京市
XHS_彭老师的小助手,5787883664,普通用户,0,0.0,商业,无,北京市
WB_学法律的小魔女,6598435446,个人认证-橙V,342233,10857.0,未定义,女,北京市
DY_阿呆拜寿,31563801705,普通用户,3004,799.0,商业,无,江苏省
WB_法海里的丑学长,6384444965,个人认证-橙V,841795,20329.0,未定义,男,北京市
JRTT_天下一口井,2808628808265450, ,0,,未定义,无,湖北省
JRTT_韵诗文社,1314612986516616, ,0,,未定义,无,北京市
JRTT_为祖国而骄傲,72085979756, ,10099,12585.0,未定义,无,境外
JRTT_潇洒的可乐,1906973942244512, ,0,,未定义,无,内蒙古自治区
WYXW_萨沙, , ,0,,中小,无,境外
JRTT_智寻居士,3862447999, ,0,,未定义,无,境外
JRTT_紫梦忧殤,2298458107034441, ,0,,未定义,无,境外
JRTT_奇事簿,4094175995761004, ,0,,未定义,无,重庆市
JRTT_自若清泉v0,2892136439881017, ,0,,未定义,无,香港特别行政区
WB_凝因子凝凝,6483224300,普通用户,184,6136.0,未定义,女,湖南省
WYXW_萨沙, ,1000101,0,,中小,无,境外
JRTT_独一无二43108550,4528774297, ,0,,未定义,无,境外
JRTT_深入自己链接当下,3702756145642190, ,0,,未定义,无,境外
JRTT_lwh10086lwh,13776823468, ,9,923.0,未定义,无,重庆市
JRTT_杨五爷,66471369139, ,7530,281.0,未定义,无,内蒙古自治区
JRTT_BOBO的图库,587556046777027, ,0,,未定义,无,河北省
JRTT_纾宸社会记录者,111199788383, ,0,,未定义,无,甘肃省
JRTT_小姗讲生活,1829176567144063, ,0,,未定义,无,其他
WB_粉梦茶,6302486628,个人认证-橙V,131601,1941.0,未定义,女,其他
WB_昔自如今_,6101155284,普通用户,43,2467.0,未定义,男,四川省
WB_赛崽崽,2284188751,普通用户,541312,29103.0,未定义,女,内蒙古自治区
WYXW_雪峰说法, ,1001101,1342,,未定义,无,甘肃省
WYXW_雪峰说法, , ,0,,未定义,无,甘肃省
WB_公元2277,6662218143,普通用户,157,4132.0,未定义,女,其他
WYXW_雨秋闲话, , ,184,34.0,未定义,无,其他
KS_被爱陌生人。?,3xwcem6s5m8esu2,普通用户,952,1682.0,未定义,无,内蒙古自治区
JRTT_小胖di记录片,961404894980627, ,0,,未定义,无,内蒙古自治区
JRTT_处变不惊,2013947509096222, ,0,,未定义,无,内蒙古自治区
WB_一个话家,6190033630,个人认证-金V,267937,19130.0,未定义,男,其他
JRTT_生死对碰,6035913404, ,167,101.0,未定义,无,内蒙古自治区
JRTT_阿甘说事件,416093496163456, ,0,,未定义,无,内蒙古自治区
JRTT_喝咖啡的李白,97323512801, ,15417,1561.0,未定义,无,内蒙古自治区
WB_不想住在广寒宫了,6543465674,普通用户,150,2990.0,未定义,女,其他
JRTT_人间说,2140128138495658, ,0,,未定义,无,内蒙古自治区
DY_风雨同路,dya7za7p1631,其他认证,467,150.0,未定义,无,内蒙古自治区
WB_津门李哥,3163763471,个人认证-金V,1142697,169347.0,未定义,男,内蒙古自治区
WB_七七77琪,5020257477,个人认证-橙V,11846,6349.0,未定义,女,其他
DY_我爱读书,woaidushu68928,其他认证,49,1.0,未定义,无,内蒙古自治区
JRTT_长安闲人串门谝778,5519472155, ,0,0.0,未定义,无,内蒙古自治区
JRTT_是宗宗吖,81840613359651, ,0,0.0,未定义,无,内蒙古自治区
WB_-小羊小鲸-,7710110245,普通用户,199,1776.0,未定义,男,其他
DY_骑着驴找蛐蛐,130066781,普通用户,1320,25.0,未定义,无,其他
JRTT_淡泊东北财哥,109114624038, ,269,1821.0,未定义,无,内蒙古自治区
