用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
WB_Kiriku_4,2166349020,普通用户,245,76022.0,未定义,女,其他
WB_泽梅尔番茄庄园在任农场主,5107452088,普通用户,303,22027.0,未定义,男,其他
WYXW_好笑娱乐君每一天, ,1000101,21798,,未定义,无,其他
WB_芋泷芋秦,1778313175,个人认证-橙V,24635,62136.0,未定义,女,其他
WB_囍羊羊_,6065063935,普通用户,98,25961.0,未定义,男,其他
WB_k_u-r_i稳步走,1848993525,普通用户,808,45255.0,未定义,女,其他
WB_三十五号列车长,7231290997,普通用户,12,2310.0,未定义,女,其他
WB_卷你个毛线的线,1846390347,普通用户,249,12800.0,未定义,女,其他
WB_別所勝長,2977158330,普通用户,263,9472.0,未定义,男,其他
WB_鈴木蒼_,2898474583,普通用户,1305,39172.0,未定义,女,其他
WB_单角龙兽,3178691881,普通用户,839,7380.0,未定义,女,其他
WB_一只希望厨呀,1651628622,普通用户,3287,31020.0,未定义,男,其他
WB_蘑菇一嵐,2933759722,普通用户,446,11461.0,未定义,男,其他
WB_黄糖撞奶,5535243870,普通用户,709,18477.0,未定义,女,江苏省
WB_TwentiethCenturyBot,6296185613,普通用户,8322,19053.0,未定义,女,其他
WB_猫车王咖喱,1802649863,个人认证-达人,872,19223.0,未定义,女,江苏省
DY_罗亦梦,27491804,普通用户,306,1.0,未定义,无,其他
WYXW_小念o动画展, , ,259,23.0,未定义,无,重庆市
XHS_随余,564809634,普通用户,400,6.0,未定义,无,其他
JRTT_可爱喵,2914180016637395, ,0,,未定义,无,北京市
JRTT_太上老君吃西瓜,109055150991,普通用户,20,16.0,未定义,无,境外
WB_煎茶媛er,5327831786,个人认证-橙V,375978,15783.0,未定义,女,福建省
KS_润心读书,3xmrkpmppyb87iw,普通用户,0,,未定义,无,其他
JRTT_空虚公子仔,4435887309460967,普通用户,0,,未定义,无,香港特别行政区
DY_我就是全天下最好的人。,Crush.FCC520,普通用户,70,0.0,未定义,无,湖南省
JRTT_中国警察网,3680787200750392,组织加V认证,596233,22509.0,央级,无,江西省
WYXW_经济百说, , ,9496,286.0,未定义,无,北京市
DY_冰可乐（互关）,88320422977,普通用户,48,,未定义,无,其他
DY_自习,90307431035,普通用户,97,12.0,未定义,无,其他
WYXW_雪夜de惊鸿, , ,2492,45.0,未定义,无,浙江省
JRTT_友爱豆花TUm,852819748067693,普通用户,0,0.0,未定义,无,重庆市
XHS_小 Y 法师,2055090049h,普通用户,60,0.0,未定义,无,江苏省
DY_一 股清流,71263577141,普通用户,1171,1.0,未定义,无,其他
JRTT_齐鲁壹点,52308248531,组织加V认证,5688407,820758.0,省级,无,山东省
WYXW_新京报, ,1002101,2478403,9274.0,省级,无,上海市
DY_书架子,bookdshelf,普通用户,67,341.0,未定义,无,北京市
WB_vitamin905,7405263548,普通用户,24,6689.0,未定义,女,湖北省
DY_從此   簡簡單單,90727245126,普通用户,757,196.0,商业,无,江西省
DY_如意,pingan4102094,普通用户,4812,1074.0,商业,无,江西省
WB_肖燕子乖乖,6321232422,普通用户,1542,4797.0,未定义,女,湖北省
WB_不要弄丢月亮,7675165342,普通用户,533,3220.0,未定义,女,湖北省
WB_吃薯条劳模,6628489600,普通用户,285,7185.0,未定义,女,湖北省
WB_盲谷与伏流,6575232985,个人认证-橙V,181,9269.0,未定义,女,湖北省
KS_李子,3772153899,普通用户,0,37.0,商业,无,河南省
WB_想退休的猫猫,1785669855,普通用户,970,53862.0,未定义,女,湖北省
WB_Lemme_Liewithyou,1825356243,普通用户,272,13862.0,未定义,女,湖北省
XHS_芒果,26285428408,普通用户,0,0.0,商业,无,广东省
DY_jyno＄,LJ1nomoney,普通用户,194,165.0,商业,无,江苏省
WB_腊小八DAYTOY,7535035271,普通用户,1104,10075.0,未定义,女,湖北省
WB_寸心如铁,6865161513,个人认证-橙V,1422,28202.0,未定义,女,湖北省
WB_一兜咪咕SQ,6862678231,普通用户,62,3049.0,未定义,女,湖北省
WB_你被月亮爱着,7263464788,普通用户,138,14067.0,未定义,男,湖北省
KS_伤感小白.,3541365403,普通用户,0,1.0,商业,无,江西省
WB_奇迹小瓜籽,7777110403,个人认证-橙V,1308,19545.0,未定义,女,湖北省
WB_点点儿仙影,1568755200,普通用户,518,12039.0,未定义,女,湖北省
WB_星黛露5,7574630917,个人认证-橙V,139,4051.0,未定义,女,湖北省
WB_四月轻絮,7833789491,普通用户,132,3846.0,未定义,女,湖北省
WB_isensfish,3793836262,普通用户,137,18333.0,未定义,男,湖北省
WB_不喝农药了,3677093421,普通用户,1349,5838.0,未定义,女,湖北省
WB_葵花炸酱火鸡面,1868768505,普通用户,689,8463.0,未定义,女,其他
WB_-月泠星-,7868132149,普通用户,292,13790.0,未定义,女,湖北省
WB_淘气阳阳历险记,7644119220,普通用户,661,15670.0,未定义,男,湖北省
WB_之奇-,2099109011,普通用户,1436,207753.0,未定义,女,湖北省
WB_有染只喜欢小兔子,3025062625,个人认证-橙V,1951,40448.0,未定义,女,湖北省
WB_洋芋未婚妻,6943100818,普通用户,183,4451.0,未定义,女,湖北省
WB_饱饱番茄鱼,6445776630,普通用户,719,2961.0,未定义,女,湖北省
KS_?????,3122869779,普通用户,0,23.0,商业,无,江苏省
WB_领事闲谈,1444313404,个人认证-金V,398301,38427.0,未定义,男,境外
WB_嗯从头再来,5342083625,普通用户,5567,10614.0,未定义,男,湖北省
WB_肖肖竹间亭05,7767209573,普通用户,973,7302.0,未定义,女,湖北省
WB_井九是个大美人,6665141076,普通用户,191,22031.0,未定义,女,湖北省
WB_王茵澄201807,6593884591,普通用户,177,4917.0,未定义,男,湖北省
WB_想知道一下诶,7420382141,普通用户,12,482.0,未定义,女,湖北省
DY_朝茶暮玖,152099385,普通用户,0,222.0,未定义,无,山西省
DY_某某某 是谁？,89163706755,普通用户,83,316.0,商业,无,江西省
DY_禾木呈,162990797,普通用户,246,19.0,商业,无,安徽省
DY_日本DFM寂眠老师（lol首发冠军辅助）,88445756417,普通用户,898,3330.0,商业,无,江西省
DY_日本DFM寂眠老师（lol首发冠军辅助）,88445756417,普通用户,899,3330.0,未定义,无,浙江省
KS_王者荣耀寂眠（战力收藏）,1235190323,普通用户,2291,2424.0,商业,无,浙江省
KS_十二,42524176,普通用户,0,315.0,商业,无,其他
KS_大大,4243713678,普通用户,0,5.0,商业,无,其他
DY_SuperSha黑板报①,SYSnews,普通用户,14709,7625.0,商业,无,广东省
XHS_Habitatn,1563976405,普通用户,0,0.0,商业,无,其他
DY_喜乐,76243035469,普通用户,577,517.0,商业,无,其他
DY_马上上岸,208989039,普通用户,64,85.0,商业,无,陕西省
DY_日本DFM寂眠老师（lol首发冠军辅助）,88445756417,普通用户,0,3330.0,未定义,无,境外
KS_王者荣耀寂眠（战力收藏）,1235190323,普通用户,2291,2424.0,商业,无,境外
WB_酸奶疙瘩火锅,5278378231,个人认证-橙V,1489,15034.0,未定义,女,贵州省
DY_lili.,61210363757,普通用户,0,9.0,未定义,无,福建省
WB_林鹿牧春时-,5844240467,普通用户,887,4736.0,未定义,女,贵州省
JRTT_安柔风,58721437755,普通用户,6,3.0,未定义,无,湖南省
JRTT_惜惜呀,109091955875, ,0,,未定义,无,天津市
VX_一起观天下,viewingworld, ,0,,未定义,无,河南省
JRTT_人间真实事,4319310625377736,普通用户,6110,195.0,未定义,无,河南省
WB_幸运星星猫,5966862132,普通用户,390,13968.0,未定义,女,贵州省
WB_贾昱枫,6074770035,个人认证-橙V,63372,7672.0,未定义,男,其他
KS_有钱的挪威球,3x4mu7ud6etcbiq,普通用户,0,,未定义,无,境外
WB_FU王g,6518620380,普通用户,7,3600.0,未定义,男,广东省
XHS_宝藏播客挖呀挖,2203973399,普通用户,7100,0.0,未定义,无,香港特别行政区
WB_片食消消气,7468739730,普通用户,351,12289.0,未定义,女,其他
JRTT_虓虓呀,3051876439041319,普通用户,0,2.0,未定义,无,四川省
WB_神乐坂月,7527134291,普通用户,1446,3.0,未定义,女,其他
JRTT_热闹冰淇淋故事会,926260601042362, ,0,,未定义,无,四川省
JRTT_婷婷看法,72415118041, ,0,,未定义,无,重庆市
DY_涂涂~,liangnian24941,普通用户,116,189.0,未定义,无,其他
VX_和美家教平台,hemei-edu, ,0,,未定义,无,其他
WYXW_今日搞笑分享, ,1000101,5400,,未定义,无,辽宁省
JRTT_wulinfengyun,108635548828, ,0,0.0,未定义,无,浙江省
WB_JoJoJoanne__,2471813772,普通用户,85012,2783.0,未定义,女,其他
XHS_姝瑜的教育学小宇宙?,Serendipityy976, ,0,0.0,未定义,无,北京市
JRTT_烟熏妆,91624835319, ,0,,未定义,无,福建省
KS_灰郁眼眸,3xtg2qupcspjqam,普通用户,0,,未定义,无,其他
WYXW_天津广播, , ,0,,省级,无,广东省
JRTT_江湖小志,111020846765,普通用户,3165,3247.0,未定义,无,湖南省
JRTT_安柔风,58721437755, ,0,,未定义,无,湖南省
XHS_皮卡丘（末日冲刺版）,367585084,普通用户,100,1.0,未定义,无,江苏省
JRTT_JST3d0y,2603274436624125, ,0,,未定义,无,江西省
JRTT_Kingsontom,3847342828, ,0,,未定义,无,其他
KS_Tulipan,3xnpp4mrbg8zgu6,普通用户,0,0.0,未定义,无,其他
JRTT_老庄杂谈,328123714901291,普通用户,0,0.0,未定义,无,北京市
DY_醉人心??(???????)??,74637935277,普通用户,15,103.0,未定义,无,其他
WB_携隐Melody,1751530365,个人认证-橙V,392030,8181.0,未定义,女,其他
WB_拍个moon,7427362089,普通用户,132,5627.0,未定义,女,贵州省
WYXW_天津广播, ,1002101,66488,,省级,无,广东省
VX_订阅共享,dalianfengren, ,0,,未定义,无,内蒙古自治区
WYXW_今日搞笑分享, , ,0,,未定义,无,辽宁省
KS_清晨阳光-小说推文,3x8ftmxrdr9z6dc,普通用户,0,0.0,未定义,无,其他
JRTT_夏曦,3637651864300115, ,0,,未定义,无,江西省
JRTT_, , ,0,,未定义,无,江西省
WB_言曳,1863464711,普通用户,134,31088.0,未定义,男,江西省
XHS_成都心身魏老师,42602216448,普通用户,0,0.0,未定义,无,江西省
KS_叁詩,1898940488,普通用户,0,,未定义,无,广东省
WB_圆不吹,5653250901,普通用户,153,5217.0,未定义,男,江西省
XHS_肖教练说家庭教育,6872199592,普通用户,30,0.0,未定义,无,江西省
WB_什麼小狗,5812423110,个人认证-金V,111715,13940.0,未定义,女,江西省
KS_長空,2915209851,普通用户,101,236.0,未定义,无,江西省
JRTT_一往无前豆花EW,822024033272743, ,0,,未定义,无,其他
WB_利刃空天,6209092845,个人认证-橙V,340019,125316.0,未定义,女,江西省
DY_向往新的生活,40387626543,普通用户,269,466.0,未定义,无,江西省
WB_GOA-PLAZA,5143745410,普通用户,14524,27559.0,未定义,女,江西省
DY_坚强活着,54955710246,普通用户,212,474.0,未定义,无,江西省
WB_Sin-kenu-usur,7807510945,普通用户,101,747.0,未定义,男,江西省
DY_菲律宾美女,97714442945,普通用户,1681,40.0,未定义,无,江西省
WB_不是陰溼的時候,7389481060,普通用户,314,9107.0,未定义,女,江西省
WB_Pioneer花,1646525167,普通用户,103887,31914.0,未定义,女,其他
JRTT_努力的玲姐,1841012956204666, ,0,,未定义,无,江西省
WB_Filbert榛子_Official,1750912031,普通用户,2653,67348.0,未定义,女,江西省
DY_無尘,K1212G077,普通用户,115,148.0,未定义,无,江西省
JRTT_悠闲盖尔6W7m,310541138276676, ,0,,未定义,无,江西省
JRTT_贝拉头条见闻,1943578239054695, ,0,,未定义,无,江西省
DY_爱吃大闸蟹,91744845279,普通用户,126,108.0,未定义,无,江西省
WB_椿来珐寄枝_,7066845737,个人认证-橙V,13278,3053.0,未定义,女,江西省
JRTT_卑微小张?,2346809026681427, ,0,,未定义,无,江西省
DY_专业骟♂猪,67391756451,普通用户,12,21.0,未定义,无,江西省
WYXW_吭哧有力,T1628576873325,1001101,125,,未定义,无,江西省
DY_蛋挞娱扒,86406074209,普通用户,77,51.0,未定义,无,江西省
DY_霖哥观察,YL527467780,普通用户,902,128.0,未定义,无,甘肃省
KS_どう,3937385687,普通用户,0,,未定义,无,其他
JRTT_星辰途说,3954285700192983,普通用户,0,0.0,未定义,无,江西省
JRTT_爱生活的溪君,111479535210, ,0,,未定义,无,江西省
WB_绯涩之空,2215026465,普通用户,1731,27991.0,未定义,女,江西省
JRTT_小塘说事儿,3512284383815187, ,0,,未定义,无,江西省
WB_星星和月亮和我,1988628910,个人认证-橙V,15370,3123.0,未定义,女,江西省
JRTT_指砚斋正解红楼梦,61127892566, ,0,0.0,未定义,无,江西省
JRTT_沉默,3877307039883108, ,0,,未定义,无,其他
WB_我好废哦,2549370291,普通用户,227,5344.0,未定义,女,江西省
JRTT_芒果说事儿1,1163729366420663, ,0,,未定义,无,四川省
JRTT_奇幻芒果Jq,5917607602, ,0,,未定义,无,江苏省
JRTT_散步的云,2153279811233931,普通用户,0,0.0,未定义,无,江西省
DY_痴情哥父子?,60001920192,普通用户,451,24.0,未定义,无,江西省
DY_晨阳l,WWG12121213131,普通用户,8600,1293.0,未定义,无,江西省
WYXW_灰产圈,T1494610641314, ,0,,未定义,无,江西省
JRTT_加油杨小杨,55930677048, ,0,,未定义,无,江西省
JRTT_小航看世界,3947694050775088, ,0,,未定义,无,江西省
WB_红泥小火炉爆茶6号,7895603654,普通用户,126,9231.0,未定义,男,其他
JRTT_社会趣谈家,3490293319467625, ,0,,未定义,无,江西省
WB_fatfatyoung,2008925555,普通用户,88,4398.0,未定义,男,江西省
DY_41049159559,41049159559,普通用户,130,235.0,未定义,无,江西省
DY_马伟??,dyuq4fxguugr,普通用户,3193,815.0,未定义,无,陕西省
DY_光头大哥,1336078673,普通用户,5705,803.0,未定义,无,江西省
JRTT_向前冲的狗蛋,2909738116069243, ,0,,未定义,无,江西省
JRTT_樱花的花儿,111420628798, ,0,1830.0,未定义,无,其他
JRTT_闲云丽鹤,1160689679086904, ,0,0.0,未定义,无,其他
JRTT_, ,普通用户,0,,未定义,无,其他
DY_风水命理吕元嘉,342147587,普通用户,52084,224.0,未定义,无,江西省
DY_属你怡宝,54749895492,普通用户,257,710.0,未定义,无,江西省
JRTT_采田教育,51407659005, ,0,0.0,未定义,无,北京市
DY_吉祥三宝,zjm6361,普通用户,698,127.0,未定义,无,河南省
DY_清新雅致,V18859301999,普通用户,193,17.0,未定义,无,福建省
JRTT_浩哥0311,3649978518213904,普通用户,0,0.0,未定义,无,四川省
DY_陌陌推文,52499191410,普通用户,161,90.0,未定义,无,其他
WB_微博法律,2794691843,机构认证-团体,2137567,28813.0,未定义,男,北京市
WB_陈枝辉律师,1731176574,个人认证-橙V,241052,5031.0,未定义,男,北京市
JRTT_采田教育,51407659005, ,0,0.0,未定义,无,河南省
XHS_cathery,802667833,普通用户,80,2.0,未定义,无,其他
DY_Jz.,176514193,普通用户,47,1.0,未定义,无,其他
JRTT_会飞的鱼,4292943890621912,普通用户,0,0.0,未定义,无,其他
WB_排座老李,6550173337,个人认证-橙V,36545,9206.0,未定义,男,北京市
DY_南城?,95758345344,普通用户,192,180.0,未定义,无,其他
KS_清墨,3xb374x92u486ta,普通用户,0,32.0,未定义,无,其他
DY_南城?,95758345344,普通用户,193,180.0,未定义,无,其他
WB_进击的面条123,6488467758,普通用户,23,407.0,未定义,女,北京市
WB_甜心娱姐,6540723508,普通用户,32480,82876.0,未定义,女,四川省
WB_luckyyyloopylovestudy,5801854054,普通用户,173,136.0,未定义,女,其他
WYXW_戏比天大, , ,0,,未定义,无,北京市
WB_中华红丝带基金,1885196627,机构认证-团体,89940,4511.0,未定义,男,吉林省
DY_好运连连?,wertjgg883356689,普通用户,15,35.0,未定义,无,江苏省
JRTT_王长生,3013104977061015,普通用户,0,0.0,未定义,无,北京市
JRTT_焦作政法,6969175164,组织加V认证,1645,1558.0,地市,无,河南省
DY_自律干什么？,73887099739,普通用户,32,4.0,未定义,无,上海市
KS_my琦琦ω?,3xhquqnnexhryk4,普通用户,0,11.0,未定义,无,西藏自治区
DY_布也,79795175220,普通用户,150,239.0,未定义,无,其他
DY_奈伊,66585572080,普通用户,207,280.0,未定义,无,其他
DY_小杨杨,212923904,普通用户,50,0.0,未定义,无,四川省
JRTT_红梦史说,3637655020514024,普通用户,0,0.0,未定义,无,北京市
XHS_大黎的书影小屋,1141628576,普通用户,100,43.0,未定义,无,其他
JRTT_西瓜不苦有点甜,2471327758038317,普通用户,0,0.0,未定义,无,湖南省
VX_爱上早读AM,zaodu007, ,0,,未定义,无,安徽省
DY_陌陌推文,52499191410,普通用户,147,64.0,未定义,无,其他
VX_伴你听读,tingdu7, ,0,,未定义,无,安徽省
VX_6点早听,fm6dian, ,0,,未定义,无,安徽省
VX_听闻天下AM,gh_18f3d78662fd, ,0,,未定义,无,安徽省
DY_明天见?,F14727956018,普通用户,288,36.0,未定义,无,新疆维吾尔自治区
VX_AA叙叙的晏紫,gh_8a3d23eb19bd, ,0,,未定义,无,其他
VX_爱上早读l,zaodu520, ,0,,未定义,无,安徽省
KS_洛瑶,3x4k95a9riddndm,普通用户,17521,665.0,未定义,无,其他
XHS_专四专八备考指南,twinkle_shine,普通用户,1200,31.0,未定义,无,其他
WYXW_早起的鸟儿有八卦, , ,0,,未定义,无,其他
DY_燕子优选?,yang2021013,普通用户,3703,12.0,未定义,无,四川省
XHS_兔子学点儿啥,3477993839,普通用户,40,0.0,未定义,无,湖南省
JRTT_蓝色妖姬,501793193461056,普通用户,0,30.0,未定义,无,台湾省
VX_当代文学批评,literary_criticism, ,0,,未定义,无,其他
WB_shiverswontfoundyou,5610273177,普通用户,116,15623.0,未定义,女,其他
WB_天随边Hyperology,5532870045,普通用户,208,17028.0,未定义,女,其他
XHS_朔望,638285393,普通用户,100,12.0,未定义,无,境外
KS_^开心小同志^,3x23in3jkcryb9m,普通用户,106,171.0,未定义,无,其他
DY_阿牧爽文,60837866144,普通用户,7,8.0,未定义,无,其他
DY_暖于心,nuanyuxin678,普通用户,96,41.0,未定义,无,其他
